,file,predicted 1,predicted 2,predicted 3,x,y,z
1335,2409-O (©CoID).jpg,INTERIOR DESIGN,HEATING,SANITARY EQUIPMENT,10.910289,8.443145,3.1556337
1336,2401 H-O ('out of production do not use').jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.859001,-0.21737276,7.767067
1337,2402 H-O ('out of production do not use').jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.7053823,-0.15657924,7.714181
1338,2410-O (©CoID).jpg,INTERIOR DESIGN,INDUSTRIAL AND MANUFACTURING PROCESSES,MEDICAL,10.348282,8.088704,3.4148865
1339,2411-O (©CoID).jpg,SCIENTIFIC EQUIPMENT,HEATING,ENGINEERING,8.433088,2.0005856,5.631917
1340,2412-O (©CoID).jpg,GRAPHICS,WALLPAPER,SOUVENIRS,3.134688,3.5488045,3.1538918
1341,2413-O (©CoID).jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,3.3631918,3.7230692,3.1364067
1342,2414-O (©CoID).jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,3.8590949,4.0491495,2.9852715
1343,2417-O (©CoID).jpg,SOUVENIRS,JEWELLERY,SMOKING ACCESSORIES,3.620612,2.3753846,5.963889
1344,2418-O (©CoID).jpg,FURNITURE,INTERIOR DESIGN,HEATING,11.636811,7.600714,5.741826
1345,2419-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.8438,7.8800244,3.75301
1346,242-O.jpg,TRANSPORT,FURNITURE,OTHER,9.523388,3.166086,2.7105365
1347,2420-O (©CoID).jpg,TEXTILES,INTERIOR DESIGN,WALLPAPER,3.5656915,7.8346086,4.573589
1348,2421-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,9.951807,8.294842,4.187169
1349,2422-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.478938,8.165097,4.547837
1350,2423-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.90452,7.9188905,3.6782696
1351,2424-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.861809,7.812878,4.522875
1352,2425-O (©CoID).jpg,INTERIOR DESIGN,WALLPAPER,FURNITURE,10.406455,7.828441,4.0840244
1353,2426-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.005297,8.351806,3.9983838
1354,2427-O (©CoID).jpg,FURNITURE,INTERIOR DESIGN,HEATING,11.27428,7.6066866,5.4706388
1355,"2428-O (Design Council ©, please acknowledge).jpg",INTERIOR DESIGN,FURNITURE,HEATING,9.812927,8.3398,3.692925
1356,2429-O (©CoID).jpg,INTERIOR DESIGN,HEATING,ARCHITECTURE,10.668632,7.962596,3.3907642
1357,2421 H-O.jpg,OTHER,DESIGN THEORY,GRAPHICS,4.3663,4.3083487,3.139382
1358,243-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,3.8549676,4.310512,2.4214745
1359,"2436-O (Dennis Hooker, A.I.B.P, A.R.P.S.).jpg",CERAMICS,SOUVENIRS,FURNITURE,2.1799521,1.0940244,9.240089
1360,2438-O-0.jpg,WALLPAPER,TEXTILES,INTERIOR DESIGN,4.313722,5.390789,3.6828277
1361,2438-O-1.jpg,WALLPAPER,TEXTILES,INTERIOR DESIGN,4.357279,5.35991,3.6731834
1362,2432 H-O.jpg,INTERIOR DESIGN,INDUSTRIAL AND MANUFACTURING PROCESSES,GRAPHICS,9.555581,7.6346245,3.442284
1363,"2449-O (Copy neg, Please return to the CoID).jpg",INTERIOR DESIGN,FURNITURE,HEATING,10.528448,7.982777,4.517827
1364,24410 H-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,TABLEWARE,CERAMICS,7.697399,4.159276,4.8158946
1365,24411 H-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,TABLEWARE,CERAMICS,7.668445,4.154698,4.79648
1366,24412 H-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,MATERIALS,CERAMICS,7.7104535,4.1641684,4.8046193
1367,24413 H-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,TABLEWARE,CERAMICS,7.741058,4.152951,4.8197002
1368,24415 H-O.jpg,TABLEWARE,CERAMICS,OTHER,3.9906428,-0.13075767,8.757844
1369,24416 H-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,GRAPHICS,SMOKING ACCESSORIES,7.5764937,4.165149,4.7258563
1370,2446 H-O ('copy of original').jpg,CERAMICS,TABLEWARE,INDUSTRIAL AND MANUFACTURING PROCESSES,7.6531215,4.1578283,4.834879
1371,2449 H-O.jpg,INDUSTRIAL AND MANUFACTURING PROCESSES,MATERIALS,ENGINEERING,7.7146187,4.1586814,4.810988
1372,245 H-O.jpg,FURNITURE,ARCHITECTURE,HEATING,11.983301,6.847977,6.334725
1373,"2450-O (Copy neg, Please return to the CoID).jpg",GRAPHICS,DESIGN THEORY,FURNITURE,4.4634356,4.359619,2.908662
1374,2451&2452-O (Return to the CoID).jpg,FURNITURE,OTHER,DESIGN THEORY,10.630582,7.1278844,7.3460207
1375,2451 H-O.jpg,CLOTHING,FURNITURE,SOUVENIRS,4.930554,4.246769,5.9651113
1376,2452 H-O.jpg,CLOTHING,FURNITURE,ORNAMENTS,4.9099894,4.2780595,5.979302
1377,246 H-O.jpg,FURNITURE,TRAVEL GOODS,ENGINEERING,11.552404,6.94946,6.8704205
1378,"2464-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",CERAMICS,TABLEWARE,SOUVENIRS,3.1900527,0.796457,8.684191
1379,"2465-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",CERAMICS,TABLEWARE,SOUVENIRS,2.9993396,0.8905383,8.81927
1380,"2466-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",CERAMICS,TABLEWARE,SOUVENIRS,3.1260936,0.87293255,8.58565
1381,"2467-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",CERAMICS,SOUVENIRS,TABLEWARE,3.3229558,0.9371157,8.437612
1382,"2468-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TEXTILES,WALLPAPER,GRAPHICS,2.532475,7.711909,4.65176
1383,"2469-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TEXTILES,WALLPAPER,CARPETS,2.2255597,8.499473,4.6858506
1384,247 H-O.jpg,FURNITURE,INTERIOR DESIGN,GRAPHICS,11.588309,7.2902894,7.2414827
1385,"2470-O (Out of produciton, do not use).jpg",WALLPAPER,GRAPHICS,DESIGN THEORY,4.2755165,5.1149964,3.3567426
1386,2471-O (Out of production do not use).jpg,WALLPAPER,GRAPHICS,TEXTILES,2.916578,6.142673,3.4569783
1387,2474-O (Return to the CoID).jpg,GRAPHICS,WALLPAPER,SOUVENIRS,3.1700501,4.4754157,1.5685083
1388,"2477&2478-O (Copy neg, Return to the CoID).jpg",HEATING,TOOLS,LIGHTING,6.8128777,2.5581145,6.3241386
1389,2471 H-O.jpg,GRAPHICS,DESIGN THEORY,SMOKING ACCESSORIES,3.3418558,3.5307677,2.2440178
1390,248 H-O.jpg,FURNITURE,INTERIOR DESIGN,OTHER,11.772837,7.4009542,7.3218064
1391,2481-O (©CoID).jpg,INTERIOR DESIGN,HEATING,FURNITURE,10.6186,7.940612,3.2578442
1392,2482-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.295277,8.323154,3.6014137
1393,2483-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.726602,7.6753387,3.5518196
1394,2484-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.3565235,8.092744,3.8748941
1395,2485-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,PORTRAITS,9.851683,8.355684,3.6581566
1396,2486-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.624313,8.294596,3.6155274
1397,2487-O (©CoID).jpg,INTERIOR DESIGN,HEATING,TELECOMMUNICATIONS,11.062247,8.133964,3.2560508
1398,2488-O (©CoID).jpg,INTERIOR DESIGN,SANITARY EQUIPMENT,TELECOMMUNICATIONS,11.167583,8.355845,3.121892
1399,2489-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.008781,8.053522,3.3972616
1400,249 H-O.jpg,FURNITURE,CARPETS,TEXTILES,10.744415,7.8875837,6.5812144
1401,2490-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.333553,8.281833,4.2996626
1402,2491-O (©CoID).jpg,TABLEWARE,CERAMICS,OTHER,4.324801,-0.32373235,7.9294343
1403,"241, 242, 243 (©CoID).jpg",WALLPAPER,TEXTILES,BUILDING ACCESSORIES,2.5487046,6.788313,3.8777406
1404,25 H-O.jpg,CARPETS,TEXTILES,FURNITURE,2.3117478,7.8964677,5.017186
1405,250 H(same number)-O.jpg,ORNAMENTS,TABLEWARE,FURNITURE,3.297305,-0.48767322,7.0670147
1406,250 H-O.jpg,ORNAMENTS,TABLEWARE,JEWELLERY,3.2628634,-0.50530136,7.08158
1407,2500-O (©CoID).jpg,FURNITURE,INTERIOR DESIGN,HEATING,12.0135145,6.8472557,6.090334
1408,2501-O (©CoID).jpg,CARPETS,TEXTILES,FURNITURE,2.2893643,7.8814816,4.9524946
1409,2503-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.7819083,8.484354,4.27046
1410,2504-O (©CoID).jpg,DOMESTIC APPLIANCES,OTHER,TOYS,7.100478,1.5577903,5.594616
1411,"2505-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TABLEWARE,CERAMICS,ORNAMENTS,3.3973184,-0.044812057,7.924602
1412,"2508-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TABLEWARE,CERAMICS,ORNAMENTS,3.5305753,-0.021016588,7.8006644
1413,"2509-O (Dennis Hooker, A.I.B.P, A.R.P.S, Out of production, do not use).jpg",TEXTILES,CARPETS,WALLPAPER,2.0962346,7.881384,4.8390512
1414,2501 H-O.jpg,DOMESTIC APPLIANCES,TABLEWARE,OPTICAL,6.8771315,1.368858,6.5193887
1415,2502 H-O.jpg,DOMESTIC APPLIANCES,TABLEWARE,INTERIOR DESIGN,6.685655,1.2446504,6.5892916
1416,251 H-O.jpg,DOMESTIC APPLIANCES,SCIENTIFIC EQUIPMENT,TABLEWARE,6.9146914,1.331522,6.4316206
1417,251-O.jpg,DOMESTIC APPLIANCES,SCIENTIFIC EQUIPMENT,TOOLS,6.975791,1.3350402,6.4056225
1418,"2511-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TEXTILES,WALLPAPER,CARPETS,2.1835608,7.91046,4.56281
1419,2513-O (©CoID).jpg,DOMESTIC APPLIANCES,HEATING,OTHER,6.3411417,2.037382,5.8546424
1420,2514-O (©CoID).jpg,GRAPHICS,DESIGN THEORY,SMOKING ACCESSORIES,3.4355965,4.051025,2.7099907
1421,"2518-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TEXTILES,WALLPAPER,CERAMICS,2.5957882,8.476479,4.0417824
1422,2519-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.440842,8.817337,4.0143456
1423,2511 H-O.jpg,CLOTHING,FURNITURE,TRAVEL GOODS,4.9489546,4.235569,5.9659076
1424,2512 H-O.jpg,CLOTHING,FURNITURE,ORNAMENTS,4.9351587,4.2510676,5.9663796
1425,2513 H-O.jpg,CLOTHING,JEWELLERY,SOUVENIRS,4.9374175,4.2376847,5.969457
1426,252 H-O.jpg,ORNAMENTS,SOUVENIRS,SMOKING ACCESSORIES,3.3968723,2.6422803,5.5492206
1427,252-O.jpg,ORNAMENTS,MUSICAL INSTRUMENTS,FURNITURE,3.3961456,2.6970046,5.5580473
1428,2520-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.438391,8.466397,4.061123
1429,2522-O (Return to the CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.949356,7.763818,4.6913276
1430,"2523,2524-O (Copy neg, Return to the CoID).jpg",LIGHTING,TOOLS,OTHER,7.2855926,1.0962015,7.4072723
1431,"2525-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",CERAMICS,TABLEWARE,OTHER,3.5615873,0.11666307,9.099332
1432,"2527-O (Photo by the CoID, Out of production do not use).jpg",SMOKING ACCESSORIES,DOMESTIC APPLIANCES,DESIGN THEORY,6.3565054,1.9320848,5.580377
1433,2521 H-O.jpg,CERAMICS,TABLEWARE,HEATING,3.5843756,0.063810304,8.931351
1434,2522 H-O.jpg,TABLEWARE,CERAMICS,INTERIOR DESIGN,4.1205025,-0.0029869142,8.576437
1435,253 H-O.jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.5497513,-0.15314122,7.3688807
1436,2533-O-0.jpg,MATERIALS,INDUSTRIAL AND MANUFACTURING PROCESSES,FURNITURE,8.201361,4.487012,4.8427544
1437,2533-O-1.jpg,MATERIALS,INDUSTRIAL AND MANUFACTURING PROCESSES,FURNITURE,8.203375,4.487099,4.8375196
1438,2535-O-0.jpg,FURNITURE,OTHER,SOUVENIRS,11.232434,7.8224926,7.832445
1439,2535-O-1.jpg,FURNITURE,OTHER,SOUVENIRS,11.224937,7.828877,7.8467336
1440,2538-O (Please return to the CoID).jpg,FURNITURE,INTERIOR DESIGN,HEATING,11.257601,7.2829156,6.9049144
1441,"2539-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",INTERIOR DESIGN,FURNITURE,HEATING,9.950991,8.026775,3.5840414
1442,2531 H-O ('out of production do not use').jpg,TABLEWARE,CERAMICS,ORNAMENTS,3.6909757,-0.25171527,7.418156
1443,254 H-O.jpg,ORNAMENTS,SOUVENIRS,FURNITURE,3.3778348,2.7404022,5.558596
1444,"2542-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",INTERIOR DESIGN,FURNITURE,OFFICE EQUIPMENT,11.447821,7.982131,3.917499
1445,"2544-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",FURNITURE,INTERIOR DESIGN,WALLPAPER,11.200445,7.5981274,5.2289376
1446,2546-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.4891918,8.785094,4.1105213
1447,2547-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.394505,8.834629,4.2025366
1448,2548-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.4372776,8.850904,4.010226
1449,2541 H-O.jpg,CERAMICS,SOUVENIRS,TABLEWARE,2.125484,1.1144083,9.446154
1450,2542 H-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.316186,0.9713802,9.454296
1451,255 H-O.jpg,SOUVENIRS,JEWELLERY,ORNAMENTS,3.7711122,2.1975014,6.202107
1452,2550-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.5507064,8.659885,4.0317025
1453,2551-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.422191,8.769868,4.030941
1454,2552-O (©CoID).jpg,TABLEWARE,CERAMICS,DOMESTIC APPLIANCES,4.6330457,-0.14585583,7.993073
1455,2553-O (©CoID).jpg,CERAMICS,SOUVENIRS,TABLEWARE,1.9967525,1.1556035,9.453593
1456,"2555-O (©CoID, Out of production do not use).jpg",TABLEWARE,JEWELLERY,CERAMICS,6.5420694,-0.99781275,7.843414
1457,256 H-O.jpg,JEWELLERY,SOUVENIRS,SMOKING ACCESSORIES,3.8783634,2.286638,6.035402
1458,"2562-O (©CoID, Out of production do not use).jpg",OFFICE EQUIPMENT,SCIENTIFIC EQUIPMENT,ENGINEERING,10.168112,2.8723354,5.087851
1459,2563-O (©CoID).jpg,CERAMICS,SOUVENIRS,TABLEWARE,2.8894954,0.25950456,8.0621195
1460,2564-O (©CoID).jpg,CERAMICS,TABLEWARE,ORNAMENTS,2.903154,0.21706237,8.04813
1461,2565-O (©CoID).jpg,ORNAMENTS,TABLEWARE,CERAMICS,3.0724478,-0.21403754,7.465784
1462,2566-O (©CoID).jpg,TABLEWARE,ORNAMENTS,SOUVENIRS,3.389373,-0.40838936,7.0266476
1463,2567-O (©CoID).jpg,TABLEWARE,ORNAMENTS,CERAMICS,3.6662884,-0.36864895,7.2114787
1464,2568-O (©CoID).jpg,TABLEWARE,CERAMICS,OTHER,3.504316,-0.14048666,8.104861
1465,2569-O (©CoID).jpg,TABLEWARE,CERAMICS,SOUVENIRS,3.2837281,0.10600722,7.9875026
1466,2570-O (©CoID).jpg,OFFICE EQUIPMENT,MUSICAL INSTRUMENTS,TRAVEL GOODS,10.17652,2.8809104,5.081744
1467,2571-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.059504,0.9484708,9.678535
1468,2572-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.1180813,0.93199074,9.700006
1469,2573-O (©CoID).jpg,CERAMICS,SOUVENIRS,TABLEWARE,1.9910693,1.0991223,9.631255
1470,2574-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.2606487,0.48106712,9.802253
1471,2575-O (©CoID).jpg,CERAMICS,TABLEWARE,SOUVENIRS,2.098523,0.9595521,9.565141
1472,"2576-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",INTERIOR DESIGN,FURNITURE,TOYS,10.287161,8.298096,4.383122
1473,"2577-O (Dennis Hooker, A.I.B.P, A.R.P.S, Out of production do not use).jpg",FURNITURE,INTERIOR DESIGN,HEATING,11.455442,7.679016,5.254067
1474,"2578-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",INTERIOR DESIGN,OFFICE EQUIPMENT,TELECOMMUNICATIONS,11.442169,7.926807,3.8350346
1475,2579-O (©CoID).jpg,CERAMICS,SOUVENIRS,OTHER,1.946902,1.0974743,9.411881
1476,"2580-O (©CoID, Out of production do not use).jpg",GRAPHICS,WALLPAPER,DESIGN THEORY,3.0805852,5.7088656,3.4148078
1477,2581-O (©CoID).jpg,GRAPHICS,TEXTILES,WALLPAPER,2.9632351,6.1008887,3.5689204
1478,2582-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.3911862,8.898757,4.068916
1479,2583-O (©CoID).jpg,TEXTILES,WALLPAPER,CARPETS,2.4109855,8.852248,3.9827673
1480,2584-O (©CoID).jpg,TOOLS,OFFICE EQUIPMENT,ENGINEERING,7.2586203,0.8074776,6.5272627
1481,"2586-O (©CoID, Out of production do not use).jpg",TOOLS,ENGINEERING,SCIENTIFIC EQUIPMENT,7.3646193,0.95650005,6.4713097
1482,"2587-O (©CoID, Out of production do not use).jpg",TOYS,DOMESTIC APPLIANCES,OFFICE EQUIPMENT,7.242035,1.2743311,6.100978
1483,2588-O (©CoID).jpg,DOMESTIC APPLIANCES,TOOLS,TOYS,7.2665586,1.2012653,6.22516
1484,2589-O (©CoID).jpg,TOOLS,TOYS,ENGINEERING,7.210434,1.0989311,6.221467
1485,2590-O (©CoID).jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,2.8067753,3.8026752,2.1140387
1486,2591-O (©CoID).jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,3.2357092,3.6627874,2.263543
1487,"2592,2593-O (Copy neg, Please return to the CoID).jpg",TABLEWARE,DOMESTIC APPLIANCES,TOOLS,4.8784714,-0.40162438,8.01176
1488,"2594-O (Copy neg, Please return to the CoID).jpg",TABLEWARE,DOMESTIC APPLIANCES,TOOLS,6.530986,0.27089253,7.3363934
1489,"2595-O (Copy neg, Please return to the CoID).jpg",TABLEWARE,DRAWING AND PAINTING EQUIPMENT AND ACCESSORIES,CERAMICS,6.006962,-1.0202228,8.147335
1490,"2596,2597-O (Copy neg, Please return to the CoID).jpg",PHOTOGRAPHY,DOMESTIC APPLIANCES,OTHER,7.0237336,1.6648219,5.197526
1491,"2598-O (Copy neg, Please return to the CoID).jpg",TABLEWARE,TOOLS,OTHER,6.7282963,-0.58267236,7.5355573
1492,"2599,2600-O (Copy neg, Please return to the CoID).jpg",INTERIOR DESIGN,FURNITURE,HEATING,10.471395,7.6572714,3.6036413
1493,26 H-O.jpg,GRAPHICS,SOUVENIRS,WALLPAPER,3.4093888,4.261197,2.1345851
1494,"2601,2602-O (Copy neg, Please return to the CoID).jpg",INTERIOR DESIGN,FURNITURE,HEATING,10.0622015,7.7123885,3.68902
1495,"2603-O (Copy neg, Please return to the CoID).jpg",INTERIOR DESIGN,FURNITURE,GRAPHICS,9.86737,7.6295276,3.6655333
1496,"2604,2605-O (Copy neg, Please return to the CoID).jpg",FURNITURE,DESIGN THEORY,OTHER,10.631448,7.4769077,6.7203646
1497,"2606,2607-O (Copy neg, return to the CoID).jpg",FURNITURE,INTERIOR DESIGN,GRAPHICS,11.133912,7.751287,6.526064
1498,"2608-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TABLEWARE,TOOLS,SOUVENIRS,6.6487565,-0.99089074,7.7606497
1499,"2609-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TABLEWARE,CERAMICS,SOUVENIRS,6.6465354,-1.0483733,7.7951975
1500,2601 H-O.jpg,CLOTHING,FURNITURE,ORNAMENTS,3.5089667,7.913754,5.1139207
1501,2602 H-O.jpg,CLOTHING,TEXTILES,ORNAMENTS,3.4848545,7.924769,5.1135006
1502,2605 H-O.jpg,CLOTHING,FURNITURE,ORNAMENTS,3.5264494,7.796508,5.1354194
1503,"2610-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TABLEWARE,TOOLS,DRAWING AND PAINTING EQUIPMENT AND ACCESSORIES,6.676413,-0.87094814,7.6958485
1504,2611-O (©CoID).jpg,INTERIOR DESIGN,INDUSTRIAL AND MANUFACTURING PROCESSES,ARCHITECTURE,8.726508,4.778629,3.6168349
1505,2612-O (©CoID).jpg,ARCHITECTURE,INTERIOR DESIGN,TRANSPORT,8.7083435,4.678962,3.6110024
1506,2613-O (©CoID).jpg,INTERIOR DESIGN,HEATING,OPTICAL,10.369294,7.8984904,3.2682323
1507,2614-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,10.026126,8.401341,4.1235037
1508,2615-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,9.827432,8.299933,3.7254105
1509,2616-O (©CoID).jpg,INTERIOR DESIGN,FURNITURE,HEATING,11.083478,7.8348274,4.222707
1510,2611 H-O.jpg,TOYS,DESIGN THEORY,SMOKING ACCESSORIES,6.932613,3.0898075,4.8470273
1511,2612 H-O.jpg,SMOKING ACCESSORIES,SOUVENIRS,GRAPHICS,3.7066884,2.9135413,4.1959167
1512,2613 H-O.jpg,TOOLS,SCIENTIFIC EQUIPMENT,ENGINEERING,7.286486,0.54591095,6.894819
1513,2614 H-O.jpg,DESIGN THEORY,GRAPHICS,TOYS,4.543942,4.2980056,3.5318465
1514,2616 H-O.jpg,OPTICAL,BUILDING ACCESSORIES,TOOLS,5.8475075,1.2090565,7.1698933
1515,2617 H-O.jpg,DOMESTIC APPLIANCES,HEATING,TOYS,7.1844373,2.03541,5.988098
1516,2618 H-O.jpg,CERAMICS,TABLEWARE,OTHER,3.5677745,0.15634738,8.988281
1517,2619 H-O.jpg,TABLEWARE,CERAMICS,SOUVENIRS,4.060428,-0.011973027,8.629834
1518,"2623-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",TABLEWARE,CERAMICS,OTHER,3.5684958,0.22231229,8.592446
1519,"2624-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",CERAMICS,TABLEWARE,SOUVENIRS,3.0323262,0.6351795,9.014457
1520,"2629-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",CERAMICS,TABLEWARE,SOUVENIRS,2.2691612,1.1227217,9.580752
1521,2621 H-O.jpg,FURNITURE,ORNAMENTS,BUILDING ACCESSORIES,11.945433,7.5744634,7.8447237
1522,26210 H-O.jpg,FURNITURE,ARCHITECTURE,INTERIOR DESIGN,11.931436,7.388831,7.858458
1523,26211 H-O.jpg,FURNITURE,JEWELLERY,BUILDING ACCESSORIES,11.984873,7.652625,7.93026
1524,26212 H-O.jpg,FURNITURE,ORNAMENTS,JEWELLERY,11.961301,7.636152,7.8770986
1525,26213 H-O.jpg,FURNITURE,ORNAMENTS,JEWELLERY,11.766591,7.3569045,7.740828
1526,26214 H-O.jpg,FURNITURE,INTERIOR DESIGN,ORNAMENTS,12.015108,7.7037687,8.033606
1527,26215 H-O.jpg,FURNITURE,BUILDING ACCESSORIES,INTERIOR DESIGN,11.93705,7.5158477,7.9942117
1528,26216 H-O.jpg,FURNITURE,INTERIOR DESIGN,JEWELLERY,12.03244,7.666529,8.020225
1529,26217 H-O.jpg,FURNITURE,INTERIOR DESIGN,ORNAMENTS,11.917502,7.5476375,7.9700785
1530,26218 H-O.jpg,FURNITURE,INTERIOR DESIGN,JEWELLERY,12.044343,7.6394453,8.048078
1531,26219 H-O.jpg,FURNITURE,INTERIOR DESIGN,JEWELLERY,12.064007,7.6242976,8.059868
1532,2622 H-O.jpg,FURNITURE,ORNAMENTS,BUILDING ACCESSORIES,11.833075,7.3828983,7.746415
1533,26220 H-O.jpg,FURNITURE,GRAPHICS,ORNAMENTS,12.181622,7.687271,8.413255
1534,26221 H-O.jpg,FURNITURE,ORNAMENTS,INTERIOR DESIGN,11.907756,7.5659084,7.8390737
1535,26222 H-O.jpg,FURNITURE,ORNAMENTS,JEWELLERY,11.492183,7.2899384,7.538938
1536,26223 H-O.jpg,FURNITURE,INTERIOR DESIGN,JEWELLERY,12.022044,7.659158,7.9974294
1537,26224 H-O.jpg,FURNITURE,INTERIOR DESIGN,ORNAMENTS,11.404739,8.125159,7.4196773
1538,26225 H-O.jpg,FURNITURE,INTERIOR DESIGN,ORNAMENTS,11.888545,7.8196745,7.9452724
1539,26226 H-O.jpg,FURNITURE,INTERIOR DESIGN,ARCHITECTURE,12.036089,7.6608644,8.037238
1540,26227 H-O.jpg,FURNITURE,ORNAMENTS,ARCHITECTURE,12.046577,7.67236,8.091021
1541,26228 H-O.jpg,FURNITURE,ARCHITECTURE,INTERIOR DESIGN,11.955759,7.6701093,7.8738174
1542,2623 H-O.jpg,FURNITURE,ORNAMENTS,INTERIOR DESIGN,11.93673,7.517567,7.9460597
1543,2624 H-O.jpg,FURNITURE,ORNAMENTS,ARCHITECTURE,11.792473,7.524201,7.885966
1544,2625 H-O.jpg,FURNITURE,ORNAMENTS,JEWELLERY,11.924037,7.550513,7.955121
1545,2626 H-O.jpg,FURNITURE,INTERIOR DESIGN,ORNAMENTS,12.023399,7.6986594,8.023759
1546,2627 H-O.jpg,FURNITURE,ORNAMENTS,JEWELLERY,11.854988,7.54116,7.794076
1547,2628 H-O.jpg,FURNITURE,JEWELLERY,ORNAMENTS,11.892807,7.5543313,7.861835
1548,2629 H-O.jpg,FURNITURE,ORNAMENTS,BUILDING ACCESSORIES,11.925025,7.3661284,7.8190475
1549,"2631-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",CERAMICS,SOUVENIRS,ARCHITECTURE,1.9701873,1.0950879,9.525116
1550,"2632-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",CERAMICS,SOUVENIRS,TABLEWARE,1.9581023,1.1445519,9.552686
1551,2634-O (©CoID).jpg,MUSICAL INSTRUMENTS,OFFICE EQUIPMENT,TELECOMMUNICATIONS,10.139821,2.8621128,5.0640163
1552,"2635-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",CERAMICS,SOUVENIRS,TABLEWARE,2.017704,1.0450277,9.641778
1553,"2636-O (Dennis Hooker, A.I.B.P, A R.P.S).jpg",CERAMICS,TABLEWARE,HEATING,2.1077845,1.0825492,9.66329
1554,"2638-O (Dennis Hooker, A.I.B.P, A.R.P.S).jpg",WALLPAPER,TEXTILES,BUILDING ACCESSORIES,2.583325,6.4831853,3.9561179
