,file,predicted1,predicted2,predicted3,x,y,z
5945,565-to-7-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,13.4353485,2.243974,8.257617
5946,565-to-8-H-O.jpg,ENGINEERING,INDUSTRIAL AND MANUFACTURING PROCESSES,SCIENTIFIC EQUIPMENT,2.4303453,3.282171,6.9370837
5947,5652-O---copyright-CoID-.jpg,INTERIOR DESIGN,TRANSPORT,INDUSTRIAL AND MANUFACTURING PROCESSES,3.2124543,5.866059,9.078977
5948,5654-O--Dennis-Hooker--F.I.B.P--F.R.P.S-.jpg,TEXTILES,WALLPAPER,CARPETS,11.843442,-0.610812,3.3169274
5949,5655-O--Dennis-Hooker--F.I.B.P--F.R.P.S-.jpg,TEXTILES,CARPETS,WALLPAPER,11.2076025,-0.5508421,2.6368072
5950,5657-O--Dennis-Hooker--F.I.B.P--F.R.P.S-.jpg,CARPETS,TEXTILES,WALLPAPER,11.225546,-0.5212749,2.3839774
5951,5658-O--Dennis-Hooker--F.I.B.P--F.R.P.S-.jpg,DOMESTIC APPLIANCES,TABLEWARE,FURNITURE,6.5566354,4.1147532,3.4762394
5952,5659-O---copyright-CoID-.jpg,GRAPHICS,DESIGN THEORY,OTHER,10.930368,1.7240974,9.535532
5953,566-O--Dennis-Hooker-.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,12.581962,3.8293157,7.3642964
5954,566-to-1-H-O--out-of-production-do-not-use-.jpg,TOOLS,TOYS,OTHER,6.7749634,6.0492187,6.366038
5955,566-to-11-H-O--out-of-production-do-not-use-.jpg,TABLEWARE,TOOLS,OTHER,5.993066,7.9264646,4.2451177
5956,566-to-15-H-O--out-of-production-do-not-use-.jpg,TOOLS,DOMESTIC APPLIANCES,MEDICAL,6.4106746,6.967193,5.0922513
5957,5660-O--Dennis-Hooker-F.I.B.P.--F.R.P.S.-.jpg,TABLEWARE,CERAMICS,DOMESTIC APPLIANCES,8.831946,3.9908202,0.04340608
5958,5662-O--Dennis-Hooker-F.I.B.P.--F.R.P.S.-.jpg,CERAMICS,TABLEWARE,SOUVENIRS,12.440689,5.308543,-0.8959954
5959,5663-O--Dennis-Hooker-F.I.B.P.--F.R.P.S.-.jpg,CERAMICS,TABLEWARE,SOUVENIRS,12.542725,5.5030146,-0.69536245
5960,5664-O---copyright-CoID-.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.407788,2.5426545,9.49847
5961,5665-O--Dennis-Hooker-F.I.B.P.--F.R.P.S.-.jpg,TEXTILES,FURNITURE,CARPETS,8.903785,0.026843155,2.004783
5962,5666-O--Dennis-Hooker-F.I.B.P.--F.R.P.S.-.jpg,TEXTILES,FURNITURE,CARPETS,8.728796,0.088695824,1.668919
5963,5667-O--Dennis-Hooker-F.I.B.P.--F.R.P.S.-.jpg,TEXTILES,FURNITURE,CARPETS,8.624472,-0.03833475,1.8474603
5964,5668-O--Dennis-Hooker-F.I.B.P.-F.R.P.S.-.jpg,TEXTILES,FURNITURE,CARPETS,8.918175,-0.091664694,1.8471035
5965,5669-O---copyright-CoID-.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,10.633994,1.7920024,8.316878
5966,567-O--Dennis-Hooker-.jpg,SOUVENIRS,GRAPHICS,TOOLS,9.874867,6.357426,7.5782747
5967,567-to-1-H-O.jpg,GRAPHICS,SOUVENIRS,CLOCKS,13.115779,4.244774,7.9068613
5968,567-to-10-T-O.jpg,DESIGN THEORY,OTHER,GRAPHICS,9.309604,2.6205366,6.2266326
5969,567-to-11-T-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,12.151391,1.1367542,10.726619
5970,567-to-12-T-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,10.851976,1.205358,7.6972976
5971,567-to-2-H-O--out-of-production-do-not-use-.jpg,GRAPHICS,CLOTHING,DESIGN THEORY,8.129464,0.763722,4.168434
5972,567-to-4-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,14.038591,1.9825829,8.688579
5973,567-to-5-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,10.529102,1.2444609,7.878054
5974,567-to-6-H-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,11.42352,2.2784607,8.382968
5975,567-to-7-H-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,11.222631,1.5906633,7.8242793
5976,567-to-8-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,10.932493,1.0874575,7.2743864
5977,567-to-9-H-O.jpg,GRAPHICS,OTHER,SOUVENIRS,10.784164,3.4614408,7.047902
5978,568-O--Dennis-Hooker-.jpg,CERAMICS,SOUVENIRS,GRAPHICS,11.931421,3.8207982,3.346118
5979,568-to-1-H-O.jpg,TABLEWARE,ORNAMENTS,SOUVENIRS,9.056042,3.9005725,3.3916984
5980,568-to-10-T-O.jpg,LIGHTING,TABLEWARE,CERAMICS,7.6667256,3.5403326,2.4830067
5981,568-to-11-T-O.jpg,CERAMICS,TABLEWARE,JEWELLERY,8.262825,3.4606388,2.579508
5982,568-to-12-T-O.jpg,LIGHTING,JEWELLERY,TABLEWARE,5.0576377,6.3928714,2.453235
5983,568-to-2-H-O.jpg,TEXTILES,CARPETS,ORNAMENTS,11.026718,-1.5636163,2.3837044
5984,568-to-3-H-O.jpg,SOUVENIRS,GRAPHICS,SMOKING ACCESSORIES,9.477213,5.4161687,6.950578
5985,568-to-4-H-O.jpg,CERAMICS,ORNAMENTS,TABLEWARE,7.781816,3.4949644,2.6143703
5986,568-to-7-H-O.jpg,LIGHTING,ENGINEERING,TOOLS,4.7081804,6.308252,4.659671
5987,568-to-8-H-O.jpg,LIGHTING,ORNAMENTS,OTHER,5.3406973,4.656196,2.0062947
5988,568-to-9-H-O.jpg,LIGHTING,TABLEWARE,ORNAMENTS,5.649606,4.9697895,1.971953
5989,5687-O---copyright-CoID-.jpg,ENGINEERING,TOOLS,SCIENTIFIC EQUIPMENT,4.3128557,5.5335293,7.860931
5990,5688-O---copyright-CoID-.jpg,ENGINEERING,SCIENTIFIC EQUIPMENT,TOYS,4.4861116,5.5509405,7.4105697
5991,5689-O---copyright-CoID-.jpg,TOYS,DOMESTIC APPLIANCES,ENGINEERING,4.756796,5.348734,7.7030845
5992,569-570-571-O.jpg,INTERIOR DESIGN,FURNITURE,OTHER,3.1387053,-2.8506851,5.1884804
5993,569-to-1-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,14.268883,2.6246839,9.019212
5994,569-to-10-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.059931,0.963898,8.284623
5995,569-to-11-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,13.325693,2.794438,8.32419
5996,569-to-12-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.4705515,2.877408,9.092899
5997,569-to-13-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.365857,2.2614708,9.874945
5998,569-to-14-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,13.323075,2.5598316,8.197479
5999,569-to-15-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.8273945,1.0767095,8.240278
6000,569-to-16-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,10.9264,2.2417395,8.128878
6001,569-to-17-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.707076,1.2833391,8.803454
6002,569-to-18-H-O--out-of-production-do-not-use-.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,13.581526,2.3684247,8.854231
6003,569-to-19-H-O.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,13.761862,3.297109,8.874271
6004,569-to-2-H-O-2.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,14.173845,2.8895354,9.527823
6005,569-to-20-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,13.8293495,2.2066107,8.38445
6006,569-to-21-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.800513,1.5586164,8.087981
6007,569-to-22-H-O--out-of-production-do-not-use-.jpg,GRAPHICS,DESIGN THEORY,OTHER,10.9131975,0.7143483,9.202497
6008,569-to-23-H-O.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,12.939596,3.163718,10.513718
6009,569-to-24-H-O.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,13.730006,3.4396794,7.996427
6010,569-to-25-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,14.361125,2.172527,8.973454
6011,569-to-3-H-O-2.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.013893,2.076253,9.692501
6012,569-to-4-H-O-2.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,14.119888,2.7734177,9.680309
6013,569-to-5-H-O-2.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,11.857021,1.7593215,7.7125883
6014,569-to-6-H-O-2.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,12.665268,3.4857285,8.980389
6015,569-to-7-H-O-2.jpg,GRAPHICS,SOUVENIRS,DESIGN THEORY,12.634841,2.383376,10.83712
6016,569-to-8-H-O-2.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,13.813387,3.2561996,8.69444
6017,569-to-9-H-O--out-of-production-do-not-use-.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.115877,2.7821045,7.9598756
6018,5690-O---copyright-CoID-.jpg,ENGINEERING,TOYS,DOMESTIC APPLIANCES,4.63233,5.247801,7.2975855
6019,5691-O--copy-neg-CoID-.jpg,LIGHTING,HEATING,SCIENTIFIC EQUIPMENT,3.3263052,5.9676027,3.1035562
6020,5692-O--copy-neg-CoID-.jpg,INTERIOR DESIGN,OTHER,WALLPAPER,6.767383,-1.2919441,6.038645
6021,5693-O-+-5694-O--copy-neg-CoID-.jpg,INTERIOR DESIGN,FURNITURE,OTHER,2.7894306,-2.3513997,6.120183
6022,5695-and-5696-O--Copy-neg--return-to-the-CoID-.jpg,INTERIOR DESIGN,FURNITURE,HEATING,5.135464,-2.753767,6.182483
6023,5697-O---copyright-CoID-.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,13.403577,2.5879202,10.174593
6024,5698-O---copyright-CoID-.jpg,GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,13.201975,4.1885924,8.887934
6025,57-1-W-O.jpg,INTERIOR DESIGN,FURNITURE,OTHER,5.971859,-2.7493813,4.036234
6026,57-19-W-O.jpg,CERAMICS,TABLEWARE,SOUVENIRS,10.515295,4.66147,-0.1209519
6027,57-2-W-O.jpg,INTERIOR DESIGN,TOYS,HEATING,6.2549257,-1.825637,5.3868194
6028,57-3218-O-0.jpg,HEATING,DOMESTIC APPLIANCES,INTERIOR DESIGN,5.594483,2.1985462,4.7263165
6029,57-3218-O-1.jpg,HEATING,DOMESTIC APPLIANCES,TOOLS,5.772029,2.1692119,4.698374
6030,57-57-F-O.jpg,TABLEWARE,CERAMICS,DOMESTIC APPLIANCES,7.935404,5.5869412,1.3040806
6031,57-73-W-O.jpg,TOOLS,LIGHTING,SCIENTIFIC EQUIPMENT,6.7813387,7.2330484,5.764579
6032,57-76-F-O.jpg,DOMESTIC APPLIANCES,TABLEWARE,OTHER,6.664017,5.364441,4.1299596
6033,57-84-F-O.jpg,TABLEWARE,DOMESTIC APPLIANCES,SANITARY EQUIPMENT,7.83891,6.464257,1.9397671
6034,57-O.jpg,CLOCKS,SOUVENIRS,MUSICAL INSTRUMENTS,8.093832,5.904904,9.318692
6035,570-to-1-H-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,12.476628,1.2784264,7.453229
6036,570-to-10-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.68616,0.6428889,8.983625
6037,570-to-11-H-O.jpg,GRAPHICS,SOUVENIRS,SMOKING ACCESSORIES,13.024445,4.651328,7.798542
6038,570-to-12-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.249553,2.254863,6.2681026
6039,570-to-2-H-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,12.558803,1.4554838,7.3009443
6040,570-to-3-H-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,12.4523325,1.3421177,7.3822775
6041,570-to-4-H-O.jpg,GRAPHICS,WALLPAPER,DESIGN THEORY,12.814223,1.7731099,7.1941333
6042,570-to-5-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.077853,2.8659623,7.8210707
6043,570-to-6-H-O.jpg,GRAPHICS,DESIGN THEORY,WALLPAPER,11.806007,2.383392,8.008435
6044,570-to-7-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,13.059053,1.1529828,8.783883
6045,570-to-8-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,13.559926,1.186763,9.190893
6046,570-to-9-H-O.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,12.460043,1.421159,11.118714
6047,5700-O-+-5701-O--copy-neg-CoID-.jpg,INTERIOR DESIGN,OTHER,FURNITURE,3.2784514,-3.2653828,6.4733024
6048,5703-O---copyright-CoID-.jpg,GRAPHICS,DESIGN THEORY,SOUVENIRS,11.395979,1.4595674,8.439839
6049,5704-O---copyright-CoID-.jpg,SCIENTIFIC EQUIPMENT,ENGINEERING,DOMESTIC APPLIANCES,3.5514064,3.9572759,6.4379287
6050,5706-O--Dennis-Hooker--F.I.B.P--F.R.P.S-.jpg,CARPETS,TEXTILES,WALLPAPER,11.411967,-1.4748137,2.3328834
6051,5709-O---copyright-CoID-.jpg,GRAPHICS,SMOKING ACCESSORIES,DESIGN THEORY,13.890394,3.0493755,8.219307
6052,571-to-1-H-O.jpg,TOOLS,MATERIALS,SMOKING ACCESSORIES,9.150465,3.285132,4.678334
6053,571-to-10-T-O.jpg,TOYS,DOMESTIC APPLIANCES,TRANSPORT,5.9961314,3.8336804,8.909391
